,Preprocessed Speech
1789-washington,"[['fellow', 'citizen', 'senate', 'house', 'representative', 'among', 'vicissitude', 'incident', 'life', 'event', 'could', 'fill', 'great', 'anxiety', 'notification', 'transmit', 'order', 'receive', 'day', 'present', 'month'], ['one', 'hand', 'summon', 'country', 'whose', 'voice', 'never', 'hear', 'veneration', 'love', 'retreat', 'chosen', 'fondest', 'predilection', 'flatter', 'hop', 'immutable', 'decision', 'asylum', 'decline', 'year', 'retreat', 'render', 'every', 'day', 'necessary', 'well', 'dear', 'addition', 'habit', 'inclination', 'frequent', 'interruption', 'health', 'gradual', 'waste', 'commit', 'time'], ['hand', 'magnitude', 'difficulty', 'trust', 'voice', 'country', 'call', 'sufficient', 'awaken', 'wise', 'experience', 'citizen', 'distrustful', 'scrutiny', 'qualification', 'could', 'overwhelm', 'despondence', 'one', 'inherit', 'inferior', 'endowment', 'nature', 'unpracticed', 'duty', 'civil', 'administration', 'ought', 'peculiarly', 'conscious', 'deficiency'], ['conflict', 'emotion', 'dare', 'aver', 'faithful', 'study', 'collect', 'duty', 'appreciation', 'every', 'circumstance', 'might', 'affect'], ['dare', 'hope', 'execute', 'task', 'much', 'sway', 'grateful', 'remembrance', 'former', 'instance', 'affectionate', 'sensibility', 'transcendent', 'proof', 'confidence', 'fellow', 'citizen', 'thence', 'little', 'consult', 'incapacity', 'well', 'disinclination', 'weighty', 'untried', 'care', 'error', 'palliate', 'motif', 'mislead', 'consequence', 'judge', 'country', 'share', 'partiality', 'originate'], ['impression', 'obedience', 'public', 'summon', 'repair', 'present', 'station', 'would', 'peculiarly', 'improper', 'omit', 'first', 'official', 'act', 'fervent', 'supplication', 'almighty', 'rule', 'universe', 'preside', 'council', 'nation', 'whose', 'providential', 'aid', 'supply', 'every', 'human', 'defect', 'benediction', 'may', 'consecrate', 'liberty', 'happiness', 'people', 'unite', 'state', 'government', 'institute', 'essential', 'purpose', 'may', 'enable', 'every', 'instrument', 'employ', 'administration', 'execute', 'success', 'function', 'allot', 'charge'], ['tender', 'homage', 'great', 'author', 'every', 'public', 'private', 'good', 'assure', 'express', 'sentiment', 'less', 'fellow', 'citizen', 'large', 'less', 'either'], ['people', 'bind', 'acknowledge', 'adore', 'invisible', 'hand', 'conduct', 'affair', 'men', 'unite', 'state'], ['every', 'step', 'advance', 'character', 'independent', 'nation', 'seem', 'distinguish', 'token', 'providential', 'agency', 'important', 'revolution', 'accomplish', 'system', 'unite', 'government', 'tranquil', 'deliberation', 'voluntary', 'consent', 'many', 'distinct', 'community', 'event', 'result', 'compare', 'mean', 'government', 'establish', 'without', 'return', 'pious', 'gratitude', 'along', 'humble', 'anticipation', 'future', 'blessing', 'past', 'seem', 'presage'], ['reflection', 'arise', 'present', 'crisis', 'force', 'strongly', 'mind', 'suppress'], ['join', 'trust', 'think', 'none', 'influence', 'proceed', 'new', 'free', 'government', 'auspiciously', 'commence'], ['article', 'establish', 'executive', 'department', 'make', 'duty', 'president', 'recommend', 'consideration', 'measure', 'shall', 'judge', 'necessary', 'expedient'], ['circumstance', 'meet', 'acquit', 'enter', 'subject', 'refer', 'great', 'constitutional', 'charter', 'assemble', 'define', 'power', 'designate', 'object', 'attention', 'give'], ['consistent', 'circumstance', 'far', 'congenial', 'feel', 'actuate', 'substitute', 'place', 'recommendation', 'particular', 'measure', 'tribute', 'due', 'talent', 'rectitude', 'patriotism', 'adorn', 'character', 'select', 'devise', 'adopt'], ['honorable', 'qualification', 'behold', 'sure', 'pledge', 'one', 'side', 'local', 'prejudice', 'attachment', 'separate', 'view', 'party', 'animosity', 'misdirect', 'comprehensive', 'equal', 'eye', 'ought', 'watch', 'great', 'assemblage', 'community', 'interest', 'another', 'foundation', 'national', 'policy', 'lay', 'pure', 'immutable', 'principle', 'private', 'morality', 'preeminence', 'free', 'government', 'exemplify', 'attribute', 'win', 'affection', 'citizen', 'command', 'respect', 'world'], ['dwell', 'prospect', 'every', 'satisfaction', 'ardent', 'love', 'country', 'inspire', 'since', 'truth', 'thoroughly', 'establish', 'exist', 'economy', 'course', 'nature', 'indissoluble', 'union', 'virtue', 'happiness', 'duty', 'advantage', 'genuine', 'maxim', 'honest', 'magnanimous', 'policy', 'solid', 'reward', 'public', 'prosperity', 'felicity', 'since', 'ought', 'less', 'persuade', 'propitious', 'smile', 'heaven', 'never', 'expect', 'nation', 'disregard', 'eternal', 'rule', 'order', 'right', 'heaven', 'ordain', 'since', 'preservation', 'sacred', 'fire', 'liberty', 'destiny', 'republican', 'model', 'government', 'justly', 'consider', 'perhaps', 'deeply', 'finally', 'stake', 'experiment', 'entrust', 'hand', 'american', 'people'], ['besides', 'ordinary', 'object', 'submit', 'care', 'remain', 'judgment', 'decide', 'far', 'exercise', 'occasional', 'power', 'delegate', 'fifth', 'article', 'constitution', 'render', 'expedient', 'present', 'juncture', 'nature', 'objection', 'urge', 'system', 'degree', 'inquietude', 'give', 'birth'], ['instead', 'undertake', 'particular', 'recommendation', 'subject', 'could', 'guide', 'light', 'derive', 'official', 'opportunity', 'shall', 'give', 'way', 'entire', 'confidence', 'discernment', 'pursuit', 'public', 'good', 'assure', 'whilst', 'carefully', 'avoid', 'every', 'alteration', 'might', 'endanger', 'benefit', 'unite', 'effective', 'government', 'ought', 'await', 'future', 'lesson', 'experience', 'reverence', 'characteristic', 'right', 'freeman', 'regard', 'public', 'harmony', 'sufficiently', 'influence', 'deliberation', 'question', 'far', 'former', 'impregnably', 'fortify', 'latter', 'safely', 'advantageously', 'promote'], ['forego', 'observation', 'one', 'add', 'properly', 'address', 'house', 'representative'], ['concern', 'therefore', 'brief', 'possible'], ['first', 'honor', 'call', 'service', 'country', 'eve', 'arduous', 'struggle', 'liberty', 'light', 'contemplate', 'duty', 'require', 'renounce', 'every', 'pecuniary', 'compensation'], ['resolution', 'instance', 'depart', 'still', 'impression', 'produce', 'must', 'decline', 'inapplicable', 'share', 'personal', 'emolument', 'may', 'indispensably', 'include', 'permanent', 'provision', 'executive', 'department', 'must', 'accordingly', 'pray', 'pecuniary', 'estimate', 'station', 'place', 'may', 'continuance', 'limit', 'actual', 'expenditure', 'public', 'good', 'may', 'think', 'require'], ['thus', 'impart', 'sentiment', 'awaken', 'occasion', 'bring', 'us', 'together', 'shall', 'take', 'present', 'leave', 'without', 'resort', 'benign', 'parent', 'human', 'race', 'humble', 'supplication', 'since', 'please', 'favor', 'american', 'people', 'opportunity', 'deliberate', 'perfect', 'tranquillity', 'disposition', 'decide', 'unparalleled', 'unanimity', 'form', 'government', 'security', 'union', 'advancement', 'happiness', 'divine', 'blessing', 'may', 'equally', 'conspicuous', 'enlarge', 'view', 'temperate', 'consultation', 'wise', 'measure', 'success', 'government', 'must', 'depend']]"
1793-washington,"[['fellow', 'citizen', 'call', 'upon', 'voice', 'country', 'execute', 'function', 'chief', 'magistrate'], ['occasion', 'proper', 'shall', 'arrive', 'shall', 'endeavor', 'express', 'high', 'sense', 'entertain', 'distinguish', 'honor', 'confidence', 'repose', 'people', 'unite', 'america'], ['previous', 'execution', 'official', 'act', 'president', 'constitution', 'require', 'oath', 'office'], ['oath', 'take', 'presence', 'shall', 'find', 'administration', 'government', 'instance', 'violate', 'willingly', 'knowingly', 'injunction', 'thereof', 'may', 'besides', 'incur', 'constitutional', 'punishment', 'subject', 'upbraiding', 'witness', 'present', 'solemn', 'ceremony']]"
1797-adams,"[['first', 'perceive', 'early', 'time', 'middle', 'course', 'america', 'remain', 'unlimited', 'submission', 'foreign', 'legislature', 'total', 'independence', 'claim', 'men', 'reflection', 'less', 'apprehensive', 'danger', 'formidable', 'power', 'fleet', 'army', 'must', 'determine', 'resist', 'contest', 'dissension', 'would', 'certainly', 'arise', 'concern', 'form', 'government', 'institute', 'whole', 'part', 'extensive', 'country'], ['rely', 'however', 'purity', 'intention', 'justice', 'cause', 'integrity', 'intelligence', 'people', 'overrule', 'providence', 'signally', 'protect', 'country', 'first', 'representative', 'nation', 'consist', 'little', 'half', 'present', 'number', 'break', 'piece', 'chain', 'forge', 'rod', 'iron', 'lift', 'frankly', 'cut', 'asunder', 'tie', 'bind', 'launch', 'ocean', 'uncertainty'], ['zeal', 'ardor', 'people', 'revolutionary', 'war', 'supply', 'place', 'government', 'command', 'degree', 'order', 'sufficient', 'least', 'temporary', 'preservation', 'society'], ['confederation', 'early', 'felt', 'necessary', 'prepare', 'model', 'batavian', 'helvetic', 'confederacy', 'example', 'remain', 'detail', 'precision', 'history', 'certainly', 'one', 'people', 'large', 'ever', 'consider'], ['reflect', 'strike', 'difference', 'many', 'particular', 'country', 'courier', 'may', 'go', 'seat', 'government', 'frontier', 'single', 'day', 'certainly', 'foresee', 'assist', 'congress', 'formation', 'could', 'durable'], ['negligence', 'regulation', 'inattention', 'recommendation', 'disobedience', 'authority', 'individual', 'state', 'soon', 'appear', 'melancholy', 'consequence', 'universal', 'languor', 'jealousy', 'rivalry', 'state', 'decline', 'navigation', 'commerce', 'discouragement', 'necessary', 'manufacture', 'universal', 'fall', 'value', 'land', 'produce', 'contempt', 'public', 'private', 'faith', 'loss', 'consideration', 'credit', 'foreign', 'nation', 'length', 'discontent', 'animosity', 'combination', 'partial', 'convention', 'insurrection', 'threaten', 'great', 'national', 'calamity'], ['dangerous', 'crisis', 'people', 'america', 'abandon', 'usual', 'good', 'sense', 'presence', 'mind', 'resolution', 'integrity'], ['measure', 'pursue', 'concert', 'plan', 'form', 'perfect', 'union', 'establish', 'justice', 'insure', 'domestic', 'tranquillity', 'provide', 'common', 'defense', 'promote', 'general', 'welfare', 'secure', 'blessing', 'liberty'], ['public', 'disquisition', 'discussion', 'deliberation', 'issue', 'present', 'happy', 'constitution', 'government'], ['employ', 'service', 'country', 'abroad', 'whole', 'course', 'transaction', 'first', 'saw', 'constitution', 'unite', 'state', 'foreign', 'country'], ['irritate', 'literary', 'altercation', 'animate', 'public', 'debate', 'heat', 'party', 'animosity', 'read', 'great', 'satisfaction', 'result', 'good', 'head', 'prompt', 'good', 'heart', 'experiment', 'well', 'adapt', 'genius', 'character', 'situation', 'relation', 'nation', 'country', 'ever', 'propose', 'suggest'], ['general', 'principle', 'great', 'outline', 'conformable', 'system', 'government', 'ever', 'esteem', 'state', 'native', 'state', 'particular', 'contribute', 'establish'], ['claim', 'right', 'suffrage', 'common', 'fellow', 'citizen', 'adoption', 'rejection', 'constitution', 'rule', 'posterity', 'well', 'hesitate', 'express', 'approbation', 'occasion', 'public', 'private'], ['since', 'objection', 'mind', 'executive', 'senate', 'permanent'], ['ever', 'entertain', 'think', 'promote', 'alteration', 'people', 'course', 'experience', 'see', 'feel', 'necessary', 'expedient', 'representative', 'congress', 'state', 'legislature', 'accord', 'constitution', 'adopt', 'ordain'], ['return', 'bosom', 'country', 'painful', 'separation', 'ten', 'year', 'honor', 'elect', 'station', 'new', 'order', 'thing', 'repeatedly', 'lay', 'serious', 'obligation', 'support', 'constitution'], ['operation', 'equal', 'sanguine', 'expectation', 'friend', 'habitual', 'attention', 'satisfaction', 'administration', 'delight', 'effect', 'upon', 'peace', 'order', 'prosperity', 'happiness', 'nation', 'acquire', 'habitual', 'attachment', 'veneration'], ['form', 'government', 'indeed', 'well', 'deserve', 'esteem', 'love'], ['may', 'little', 'solidity', 'ancient', 'idea', 'congregation', 'men', 'city', 'nation', 'please', 'object', 'sight', 'superior', 'intelligence', 'certain', 'benevolent', 'human', 'mind', 'spectacle', 'present', 'nation', 'please', 'noble', 'majestic', 'august', 'assembly', 'like', 'often', 'see', 'chamber', 'congress', 'government', 'executive', 'authority', 'well', 'branch', 'legislature', 'exercise', 'citizen', 'select', 'regular', 'period', 'neighbor', 'make', 'execute', 'law', 'general', 'good'], ['anything', 'essential', 'anything', 'mere', 'ornament', 'decoration', 'add', 'rob', 'diamond'], ['authority', 'amiable', 'respectable', 'descend', 'accident', 'institution', 'establish', 'remote', 'antiquity', 'spring', 'fresh', 'heart', 'judgment', 'honest', 'enlighten', 'people'], ['people', 'represent'], ['power', 'majesty', 'reflect', 'good', 'every', 'legitimate', 'government', 'whatever', 'form', 'may', 'appear'], ['existence', 'government', 'length', 'time', 'full', 'proof', 'general', 'dissemination', 'knowledge', 'virtue', 'throughout', 'whole', 'body', 'people'], ['object', 'consideration', 'please', 'present', 'human', 'mind'], ['national', 'pride', 'ever', 'justifiable', 'excusable', 'spring', 'power', 'rich', 'grandeur', 'glory', 'conviction', 'national', 'innocence', 'information', 'benevolence'], ['midst', 'please', 'idea', 'unfaithful', 'ever', 'lose', 'sight', 'danger', 'liberty', 'anything', 'partial', 'extraneous', 'infect', 'purity', 'free', 'fair', 'virtuous', 'independent', 'election'], ['election', 'determine', 'majority', 'single', 'vote', 'procure', 'party', 'artifice', 'corruption', 'government', 'may', 'choice', 'party', 'end', 'nation', 'national', 'good'], ['solitary', 'suffrage', 'obtain', 'foreign', 'nation', 'flattery', 'menace', 'fraud', 'violence', 'terror', 'intrigue', 'venality', 'government', 'may', 'choice', 'american', 'people', 'foreign', 'nation'], ['may', 'foreign', 'nation', 'govern', 'us', 'people', 'govern', 'candid', 'men', 'acknowledge', 'case', 'choice', 'would', 'little', 'advantage', 'boast', 'lot', 'chance'], ['amiable', 'interest', 'system', 'government', 'abuse', 'may', 'expose', 'people', 'america', 'exhibit', 'admiration', 'anxiety', 'wise', 'virtuous', 'nation', 'eight', 'year', 'administration', 'citizen', 'long', 'course', 'great', 'action', 'regulate', 'prudence', 'justice', 'temperance', 'fortitude', 'conduct', 'people', 'inspire', 'virtue', 'animate', 'ardent', 'patriotism', 'love', 'liberty', 'independence', 'peace', 'increase', 'wealth', 'unexampled', 'prosperity', 'merit', 'gratitude', 'fellow', 'citizen', 'command', 'high', 'praise', 'foreign', 'nation', 'secure', 'immortal', 'glory', 'posterity'], ['retirement', 'voluntary', 'choice', 'may', 'long', 'live', 'enjoy', 'delicious', 'recollection', 'service', 'gratitude', 'mankind', 'happy', 'fruit', 'world', 'daily', 'increase', 'splendid', 'prospect', 'future', 'fortune', 'country', 'opening', 'year', 'year'], ['name', 'may', 'still', 'rampart', 'knowledge', 'life', 'bulwark', 'open', 'secret', 'enemy', 'country', 'peace'], ['example', 'recommend', 'imitation', 'successor', 'house', 'congress', 'voice', 'legislature', 'people', 'throughout', 'nation'], ['subject', 'might', 'become', 'well', 'silent', 'speak', 'diffidence', 'something', 'may', 'expect', 'occasion', 'hope', 'admit', 'apology', 'venture', 'say', 'preference', 'upon', 'principle', 'free', 'republican', 'government', 'form', 'upon', 'long', 'serious', 'reflection', 'diligent', 'impartial', 'inquiry', 'truth', 'attachment', 'constitution', 'unite', 'state', 'conscientious', 'determination', 'support', 'shall', 'alter', 'judgment', 'wish', 'people', 'express', 'mode', 'prescribe', 'respectful', 'attention', 'constitution', 'individual', 'state', 'constant', 'caution', 'delicacy', 'toward', 'state', 'government', 'equal', 'impartial', 'regard', 'right', 'interest', 'honor', 'happiness', 'state', 'union', 'without', 'preference', 'regard', 'northern', 'southern', 'eastern', 'western', 'position', 'various', 'political', 'opinion', 'unessential', 'point', 'personal', 'attachment', 'love', 'virtuous', 'men', 'party', 'denomination', 'love', 'science', 'letter', 'wish', 'patronize', 'every', 'rational', 'effort', 'encourage', 'school', 'college', 'university', 'academy', 'every', 'institution', 'propagate', 'knowledge', 'virtue', 'religion', 'among', 'class', 'people', 'benign', 'influence', 'happiness', 'life', 'stage', 'class', 'society', 'form', 'mean', 'preserve', 'constitution', 'natural', 'enemy', 'spirit', 'sophistry', 'spirit', 'party', 'spirit', 'intrigue', 'profligacy', 'corruption', 'pestilence', 'foreign', 'influence', 'angel', 'destruction', 'elective', 'government', 'love', 'equal', 'law', 'justice', 'humanity', 'interior', 'administration', 'inclination', 'improve', 'agriculture', 'commerce', 'manufacturer', 'necessity', 'convenience', 'defense', 'spirit', 'equity', 'humanity', 'toward', 'aboriginal', 'nation', 'america', 'disposition', 'meliorate', 'condition', 'incline', 'friendly', 'us', 'citizen', 'friendly', 'inflexible', 'determination', 'maintain', 'peace', 'inviolable', 'faith', 'nation', 'system', 'neutrality', 'impartiality', 'among', 'belligerent', 'power', 'europe', 'adopt', 'government', 'solemnly', 'sanction', 'house', 'congress', 'applaud', 'legislature', 'state', 'public', 'opinion', 'shall', 'otherwise', 'ordain', 'congress', 'personal', 'esteem', 'french', 'nation', 'form', 'residence', 'seven', 'year', 'chiefly', 'among', 'sincere', 'desire', 'preserve', 'friendship', 'much', 'honor', 'interest', 'nation', 'conscious', 'honor', 'integrity', 'people', 'america', 'internal', 'sentiment', 'power', 'energy', 'must', 'preserve', 'earnest', 'endeavor', 'investigate', 'every', 'cause', 'remove', 'every', 'colorable', 'pretense', 'complaint', 'intention', 'pursue', 'amicable', 'negotiation', 'reparation', 'injury', 'commit', 'commerce', 'fellow', 'citizen', 'whatever', 'nation', 'success', 'obtain', 'lay', 'fact', 'legislature', 'may', 'consider', 'measure', 'honor', 'interest', 'government', 'constituent', 'demand', 'resolution', 'justice', 'far', 'may', 'depend', 'upon', 'time', 'nation', 'maintain', 'peace', 'friendship', 'benevolence', 'world', 'unshaken', 'confidence', 'honor', 'spirit', 'resource', 'american', 'people', 'often', 'hazard', 'never', 'deceive', 'elevate', 'idea', 'high', 'destiny', 'country', 'duty', 'toward', 'found', 'knowledge', 'moral', 'principle', 'intellectual', 'improvement', 'people', 'deeply', 'engraven', 'mind', 'early', 'life', 'obscure', 'exalt', 'experience', 'age', 'humble', 'reverence', 'feel', 'duty', 'add', 'veneration', 'religion', 'people', 'profess', 'call', 'christian', 'fix', 'resolution', 'consider', 'decent', 'respect', 'christianity', 'among', 'best', 'recommendation', 'public', 'service', 'enable', 'degree', 'comply', 'wish', 'shall', 'strenuous', 'endeavor', 'sagacious', 'injunction', 'two', 'house', 'shall', 'without', 'effect'], ['great', 'example', 'sense', 'spirit', 'faith', 'honor', 'duty', 'interest', 'american', 'people', 'pledge', 'support', 'constitution', 'unite', 'state', 'entertain', 'doubt', 'continuance', 'energy', 'mind', 'prepare', 'without', 'hesitation', 'lay', 'solemn', 'obligation', 'support', 'utmost', 'power'], ['may', 'supreme', 'patron', 'order', 'fountain', 'justice', 'protector', 'age', 'world', 'virtuous', 'liberty', 'continue', 'blessing', 'upon', 'nation', 'government', 'give', 'possible', 'success', 'duration', 'consistent', 'end', 'providence']]"
1801-jefferson,"[['friend', 'fellow', 'citizen', 'call', 'upon', 'undertake', 'duty', 'first', 'executive', 'office', 'country', 'avail', 'presence', 'portion', 'fellow', 'citizen', 'assemble', 'express', 'grateful', 'thanks', 'favor', 'please', 'look', 'toward', 'declare', 'sincere', 'consciousness', 'task', 'talent', 'approach', 'anxious', 'awful', 'presentiment', 'greatness', 'charge', 'weakness', 'power', 'justly', 'inspire'], ['rise', 'nation', 'spread', 'wide', 'fruitful', 'land', 'traverse', 'sea', 'rich', 'production', 'industry', 'engage', 'commerce', 'nation', 'feel', 'power', 'forget', 'right', 'advance', 'rapidly', 'destiny', 'beyond', 'reach', 'mortal', 'eye', 'contemplate', 'transcendent', 'object', 'see', 'honor', 'happiness', 'hop', 'beloved', 'country', 'commit', 'issue', 'auspex', 'day', 'shrink', 'contemplation', 'humble', 'magnitude', 'undertake'], ['utterly', 'indeed', 'despair', 'presence', 'many', 'see', 'remind', 'high', 'authority', 'provide', 'constitution', 'shall', 'find', 'resource', 'wisdom', 'virtue', 'zeal', 'rely', 'difficulty'], ['gentleman', 'charge', 'sovereign', 'function', 'legislation', 'associate', 'look', 'encouragement', 'guidance', 'support', 'may', 'enable', 'us', 'steer', 'safety', 'vessel', 'embark', 'amidst', 'conflict', 'element', 'trouble', 'world'], ['contest', 'opinion', 'pass', 'animation', 'discussion', 'exertion', 'sometimes', 'wear', 'aspect', 'might', 'impose', 'stranger', 'unused', 'think', 'freely', 'speak', 'write', 'think', 'decide', 'voice', 'nation', 'announce', 'accord', 'rule', 'constitution', 'course', 'arrange', 'law', 'unite', 'common', 'effort', 'common', 'good'], ['bear', 'mind', 'sacred', 'principle', 'though', 'majority', 'case', 'prevail', 'rightful', 'must', 'reasonable', 'minority', 'possess', 'equal', 'right', 'equal', 'law', 'must', 'protect', 'violate', 'would', 'oppression'], ['let', 'us', 'fellow', 'citizen', 'unite', 'one', 'heart', 'one', 'mind'], ['let', 'us', 'restore', 'social', 'intercourse', 'harmony', 'affection', 'without', 'liberty', 'even', 'life', 'dreary', 'thing'], ['let', 'us', 'reflect', 'banish', 'land', 'religious', 'intolerance', 'mankind', 'long', 'bleed', 'suffer', 'yet', 'gain', 'little', 'countenance', 'political', 'intolerance', 'despotic', 'wicked', 'capable', 'bitter', 'bloody', 'persecution'], ['throe', 'convulsion', 'ancient', 'world', 'agonize', 'spasm', 'infuriate', 'man', 'seek', 'blood', 'slaughter', 'long', 'lose', 'liberty', 'wonderful', 'agitation', 'billow', 'reach', 'even', 'distant', 'peaceful', 'shore', 'felt', 'fear', 'less', 'others', 'divide', 'opinion', 'measure', 'safety'], ['every', 'difference', 'opinion', 'difference', 'principle'], ['call', 'different', 'name', 'brother', 'principle'], ['republican', 'federalist'], ['among', 'us', 'would', 'wish', 'dissolve', 'union', 'change', 'republican', 'form', 'let', 'stand', 'undisturbed', 'monument', 'safety', 'error', 'opinion', 'may', 'tolerate', 'reason', 'leave', 'free', 'combat'], ['know', 'indeed', 'honest', 'men', 'fear', 'republican', 'government', 'strong', 'government', 'strong', 'enough', 'would', 'honest', 'patriot', 'full', 'tide', 'successful', 'experiment', 'abandon', 'government', 'far', 'keep', 'us', 'free', 'firm', 'theoretic', 'visionary', 'fear', 'government', 'world', 'best', 'hope', 'may', 'possibility', 'want', 'energy', 'preserve'], ['trust'], ['believe', 'contrary', 'strong', 'government', 'earth'], ['believe', 'one', 'every', 'man', 'call', 'law', 'would', 'fly', 'standard', 'law', 'would', 'meet', 'invasion', 'public', 'order', 'personal', 'concern'], ['sometimes', 'say', 'man', 'trust', 'government'], ['trust', 'government', 'others'], ['find', 'angel', 'form', 'king', 'govern'], ['let', 'history', 'answer', 'question'], ['let', 'us', 'courage', 'confidence', 'pursue', 'federal', 'republican', 'principle', 'attachment', 'union', 'representative', 'government'], ['kindly', 'separate', 'nature', 'wide', 'ocean', 'exterminate', 'havoc', 'one', 'quarter', 'globe', 'high', 'mind', 'endure', 'degradation', 'others', 'possess', 'chosen', 'country', 'room', 'enough', 'descendant', 'thousandth', 'thousandth', 'generation', 'entertain', 'due', 'sense', 'equal', 'right', 'use', 'faculty', 'acquisition', 'industry', 'honor', 'confidence', 'fellow', 'citizen', 'result', 'birth', 'action', 'sense', 'enlighten', 'benign', 'religion', 'profess', 'indeed', 'practice', 'various', 'form', 'yet', 'inculcate', 'honesty', 'truth', 'temperance', 'gratitude', 'love', 'man', 'acknowledge', 'adore', 'overrule', 'providence', 'dispensation', 'prove', 'delight', 'happiness', 'man', 'great', 'happiness', 'hereafter', 'blessing', 'necessary', 'make', 'us', 'happy', 'prosperous', 'people'], ['still', 'one', 'thing', 'fellow', 'citizen', 'wise', 'frugal', 'government', 'shall', 'restrain', 'men', 'injure', 'one', 'another', 'shall', 'leave', 'otherwise', 'free', 'regulate', 'pursuit', 'industry', 'improvement', 'shall', 'take', 'mouth', 'labor', 'bread', 'earn'], ['sum', 'good', 'government', 'necessary', 'close', 'circle', 'felicity'], ['enter', 'fellow', 'citizen', 'exercise', 'duty', 'comprehend', 'everything', 'dear', 'valuable', 'proper', 'understand', 'deem', 'essential', 'principle', 'government', 'consequently', 'ought', 'shape', 'administration'], ['compress', 'within', 'narrow', 'compass', 'bear', 'state', 'general', 'principle', 'limitation'], ['equal', 'exact', 'justice', 'men', 'whatever', 'state', 'persuasion', 'religious', 'political', 'peace', 'commerce', 'honest', 'friendship', 'nation', 'entangle', 'alliance', 'none', 'support', 'state', 'government', 'right', 'competent', 'administration', 'domestic', 'concern', 'sure', 'bulwark', 'antirepublican', 'tendency', 'preservation', 'general', 'government', 'whole', 'constitutional', 'vigor', 'sheet', 'anchor', 'peace', 'home', 'safety', 'abroad', 'jealous', 'care', 'right', 'election', 'people', 'mild', 'safe', 'corrective', 'abuse', 'lop', 'sword', 'revolution', 'peaceable', 'remedy', 'unprovided', 'absolute', 'acquiescence', 'decision', 'majority', 'vital', 'principle', 'republic', 'appeal', 'force', 'vital', 'principle', 'immediate', 'parent', 'despotism', 'well', 'discipline', 'militia', 'best', 'reliance', 'peace', 'first', 'moment', 'war', 'till', 'regular', 'may', 'relieve', 'supremacy', 'civil', 'military', 'authority', 'economy', 'public', 'expense', 'labor', 'may', 'lightly', 'burthen', 'honest', 'payment', 'debt', 'sacred', 'preservation', 'public', 'faith', 'encouragement', 'agriculture', 'commerce', 'handmaid', 'diffusion', 'information', 'arraignment', 'abuse', 'bar', 'public', 'reason', 'freedom', 'religion', 'freedom', 'press', 'freedom', 'person', 'protection', 'habeas', 'corpus', 'trial', 'jury', 'impartially', 'select'], ['principle', 'form', 'bright', 'constellation', 'go', 'us', 'guide', 'step', 'age', 'revolution', 'reformation'], ['wisdom', 'sage', 'blood', 'hero', 'devote', 'attainment'], ['creed', 'political', 'faith', 'text', 'civic', 'instruction', 'touchstone', 'try', 'service', 'trust', 'wander', 'moment', 'error', 'alarm', 'let', 'us', 'hasten', 'retrace', 'step', 'regain', 'road', 'alone', 'lead', 'peace', 'liberty', 'safety'], ['repair', 'fellow', 'citizen', 'post', 'assign'], ['experience', 'enough', 'subordinate', 'office', 'see', 'difficulty', 'greatest', 'learn', 'expect', 'rarely', 'fall', 'lot', 'imperfect', 'man', 'retire', 'station', 'reputation', 'favor', 'bring'], ['without', 'pretension', 'high', 'confidence', 'repose', 'first', 'greatest', 'revolutionary', 'character', 'whose', 'preeminent', 'service', 'entitle', 'first', 'place', 'country', 'love', 'destine', 'fair', 'page', 'volume', 'faithful', 'history', 'ask', 'much', 'confidence', 'may', 'give', 'firmness', 'effect', 'legal', 'administration', 'affair'], ['shall', 'often', 'go', 'wrong', 'defect', 'judgment'], ['right', 'shall', 'often', 'think', 'wrong', 'whose', 'position', 'command', 'view', 'whole', 'grind'], ['ask', 'indulgence', 'error', 'never', 'intentional', 'support', 'error', 'others', 'may', 'condemn', 'would', 'see', 'part'], ['approbation', 'imply', 'suffrage', 'great', 'consolation', 'past', 'future', 'solicitude', 'retain', 'good', 'opinion', 'bestow', 'advance', 'conciliate', 'others', 'good', 'power', 'instrumental', 'happiness', 'freedom'], ['rely', 'patronage', 'good', 'advance', 'obedience', 'work', 'ready', 'retire', 'whenever', 'become', 'sensible', 'much', 'well', 'choice', 'power', 'make'], ['may', 'infinite', 'power', 'rule', 'destiny', 'universe', 'lead', 'council', 'best', 'give', 'favorable', 'issue', 'peace', 'prosperity']]"
